,tags
3771,det nsubjpass prep det compound pobj auxpass ROOT prep amod pobj punct
3772,nsubj ROOT advmod acomp prep compound pobj punct
3773,prep det amod compound compound pobj punct det nsubjpass auxpass ROOT prep det pobj agent det compound pobj prep amod pobj punct advmod punct advcl aux xcomp dobj neg aux xcomp det dobj prep det amod pobj punct
3774,det nsubj prep det pobj ROOT acomp cc amod nsubj conj poss dobj aux advcl prt det dobj punct
3775,prep pobj punct det compound nsubj ROOT aux xcomp dobj prt prep prep det amod amod amod pobj prep pcomp mark amod nsubj ccomp neg aux auxpass xcomp det oprd punct
3776,det nsubj aux neg ROOT dobj punct
3777,nsubj ROOT det attr punct cc advmod det amod nsubj conj dobj prep det amod amod amod pobj punct
3778,det nsubj punct prep pobj punct ROOT det dobj punct
3779,prep pobj punct det compound compound nsubj ROOT det compound compound dobj punct
3780,det nsubj ROOT prep det amod amod amod pobj punct advcl mark det poss case nsubj ccomp prep det pobj prep amod pobj punct
3781,punct det amod dobj aux det amod nsubj ROOT cc aux conj det dobj prep pobj prep det amod pobj punct punct
3782,ROOT det nsubj advmod ROOT mark det nsubj ccomp advmod det amod dobj prep pobj punct
3783,det ROOT
3784,det nummod punct compound ROOT
3785,prep det amod punct compound pobj prep compound pobj amod npadvmod punct nmod prep pobj compound nsubj ROOT poss amod dobj prep det compound compound compound pobj prep compound pobj advmod punct
3786,advmod punct poss case amod compound compound nsubj ROOT dobj prt prep pobj punct
3787,dobj nsubj advcl punct parataxis nsubj punct ROOT punct punct neg det advmod amod attr punct punct
3788,nsubj ROOT attr prep det pobj prep det pobj advmod det amod nsubj prep det pobj cc conj relcl prep nummod pobj punct
3789,mark nsubj aux advcl compound compound dobj aux acl det dobj prep pobj punct nummod amod amod nsubj ROOT det compound dobj prep compound pobj cc amod conj punct
3790,meta punct ROOT punct
3791,npadvmod prep det pobj prep poss amod amod pobj cc conj punct compound compound nsubj advmod ccomp det dobj prep det amod cc conj pobj punct prep nummod pobj punct det nsubj ROOT aux xcomp poss nmod cc conj dobj prep pobj prep det pobj prep nummod pobj punct det compound nsubj advmod conj nummod compound dobj punct cc nummod amod conj punct punct
3792,compound nsubj ROOT det compound dobj advcl prep amod amod cc amod punct conj pobj punct ROOT aux xcomp prt amod dobj advmod punct
3793,punct punct expl ccomp det attr prep dobj det compound nsubj prep compound punct pobj aux pcomp punct punct ROOT det nsubj punct
3794,punct punct det nsubjpass aux advmod auxpass ROOT punct punct
3795,prep compound pobj punct nsubj ROOT compound punct compound dative det dobj aux acl poss amod dobj prep det compound pobj punct
3796,nsubj punct prep npadvmod punct pobj prep compound compound pobj punct ROOT punct
3797,nsubj advmod ROOT poss dobj oprd prep det pobj prep pobj nummod punct mark nsubj prep det pobj advcl advmod acomp prep det pobj cc compound conj punct parataxis det dobj punct punct
3798,ROOT punct npadvmod punct
3799,mark det compound compound advcl prep det pobj cc amod conj punct det compound nsubj ROOT advmod prep det pobj prep det amod amod amod pobj prep pobj mark amod nsubj prep amod pobj aux acl dobj prep compound compound pobj punct
3800,punct punct prep pobj prep det amod pobj prep pobj punct punct ROOT det poss case nsubj punct punct punct nsubj aux ccomp amod amod dobj aux advcl det dobj prep poss pobj prep det pobj punct punct
3801,advcl advmod det dobj prep compound pobj punct det nsubj ROOT nsubj cc conj ccomp prt prep det compound compound pobj punct advcl agent det pobj prep pobj punct cc dobj acl prep pobj punct
3802,prep det poss case compound pobj prep pobj punct compound npadvmod nummod punct acl prt prep pobj punct conj punct conj cc compound conj appos punct auxpass ROOT aux xcomp advmod prep pobj punct
3803,cc prep poss case pobj det amod nsubjpass prep pobj auxpass ROOT prep det pobj punct parataxis amod dobj punct punct cc det nsubj aux conj prep poss amod amod cc conj pobj mark det nsubj punct advmod cc det amod amod amod punct conj aux ccomp acomp prep pobj punct
3804,ROOT cc conj punct
3805,expl ROOT det attr prep pobj prep det amod pobj nsubj relcl dobj prep det amod amod punct compound pobj punct
3806,amod punct conj cc conj nsubjpass auxpass dep ROOT mark amod punct amod amod nsubj ccomp det amod attr prep det pobj aux advcl det dobj punct cc nsubj conj advmod acomp punct
3807,punct punct nsubj aux ccomp prep pcomp det amod cc conj dobj advmod advmod advmod punct punct ROOT nummod amod nsubj punct
3808,cc advmod ROOT nsubj det amod compound amod appos punct punct
3809,prep pobj prep pobj punct aux advcl det nsubj prep compound punct pobj ccomp punct det nsubj cc conj ROOT prt prep amod cc conj conj pobj cc conj prep det pobj prt prep det amod pobj punct compound compound dep punct nsubj advmod punct advmod punct relcl det attr prep amod pobj prep amod compound compound pobj cc conj punct
3810,det amod nmod prep pobj compound compound nsubj ROOT det nummod compound dobj det appos prep pobj punct dep mark nsubjpass aux auxpass ccomp aux advcl dobj prep pcomp det attr prep det pobj punct
3811,nsubj ROOT det amod dobj nsubj relcl prep det pobj prep pobj punct
3812,punct punct det amod dep prep pcomp advmod punct punct nsubj ROOT punct punct punct ccomp neg aux xcomp det dobj cc aux conj det amod dobj aux acl det dobj prep amod compound pobj prep pcomp prep det pobj prep pobj prep compound pobj punct punct
3813,amod nsubj cc compound conj prep det pobj prep pobj punct amod appos prep det pobj punct cc amod compound conj prep pobj punct advcl det amod compound dobj nsubjpass auxpass relcl aux xcomp amod dobj prep det pobj punct ROOT nsubj ccomp advmod advmod mark det amod nsubj ccomp attr prep det pobj prep pobj cc conj punct
3814,amod compound nsubj ROOT compound poss case dobj prep pobj prep compound punct compound pobj punct cc conj det amod dobj prep pobj punct
3815,advcl det dobj prep det amod pobj punct det compound poss case nummod amod nsubj aux neg ROOT advmod oprd punct punct
3816,cc punct prep compound poss case pobj punct nsubj ROOT punct punct neg det advmod amod punct attr nsubj aux relcl compound compound dobj prep compound pobj punct
3817,det ROOT
3818,ROOT prep det pobj
3819,mark det amod nsubj advcl poss dobj amod npadvmod punct amod nsubj ROOT acomp prep det compound pobj aux xcomp det compound dobj acl agent det compound compound pobj cc conj det amod dobj prep amod pobj prep det pobj punct
3820,det amod compound nsubj punct nsubj advmod relcl prep det pobj compound compound appos punct aux ROOT det dobj advmod punct cc aux advmod conj punct
3821,det npadvmod punct nsubj ROOT advmod advmod acomp cc conj punct cc det amod nsubj conj acomp punct
3822,nsubj ROOT det amod dobj prep compound punct compound pobj punct poss amod amod nsubjpass auxpass conj agent det compound compound pobj punct
3823,cc advcl dobj punct nsubj ROOT aux xcomp det dobj aux relcl poss dobj punct
3824,amod ROOT punct
3825,expl ROOT nummod amod attr prep pcomp det amod dobj prep det compound pobj punct appos punct aux acl dobj prep amod pobj cc conj det amod punct amod dobj punct cc conj punct aux advcl dobj prep det pobj punct advmod poss case nummod punct compound compound compound appos punct parataxis oprd punct punct
3826,advcl punct det nsubj ROOT aux xcomp prep pobj punct nsubj advmod relcl det advmod amod attr punct mark nsubj prep det pobj advcl acomp prep pobj punct
3827,det nmod punct amod dep prep det amod pobj punct nsubj ROOT acomp prep poss nummod pobj punct aux advmod conj prep det amod punct amod pobj prep pobj prep det amod pobj punct
3828,nsubj ROOT advmod cc conj acomp prep det amod pobj punct mark nsubj advcl aux xcomp poss compound compound dobj punct
3829,nsubj ROOT punct prep pobj punct det attr punct cc nsubj conj nsubj aux neg ccomp det punct punct amod amod amod punct dobj punct
3830,prep nummod pobj nsubj aux ROOT poss dobj prep det compound pobj punct
3831,advmod poss nsubj punct prep prep pobj prep compound compound pobj punct det amod compound appos punct cc det nummod amod conj punct aux cc advmod aux ROOT det nummod punct prep dobj nsubj relcl advmod punct nmod punct npadvmod punct amod compound dobj punct det appos advmod amod prep det nmod punct nmod amod pobj aux advcl amod dobj punct punct
3832,amod ROOT punct
3833,expl ccomp amod attr aux acl poss case dobj punct nsubj aux ROOT poss amod dobj dative det amod amod amod pobj prep pobj punct
3834,nsubj ROOT neg acomp prt prep amod pobj punct cc det amod nsubj aux conj mark det nsubj aux advcl poss amod dobj punct
3835,prep pobj det nsubj ROOT acomp prep poss nummod pobj prep compound pobj punct cc prep pobj punct mark compound compound compound nsubj ccomp prep compound pobj prep pobj punct poss amod nsubj aux neg conj poss compound dobj punct mark nsubj aux advcl dobj advmod prep poss pobj punct
3836,punct prep det pobj prep det amod amod amod pobj amod npadvmod punct compound nsubj ROOT dobj prep pobj punct
3837,ROOT nsubj punct punct punct nsubj aux ccomp mark nsubjpass cc conj auxpass ccomp det npadvmod prep pcomp punct punct
3838,ROOT cc compound compound nsubj punct prep pcomp prep compound pobj prep compound punct compound pobj punct ROOT mark det npadvmod nsubj ccomp aux auxpass xcomp prep det compound pobj punct cc mark nsubj conj det amod attr nsubj aux relcl dobj amod punct
3839,prep det amod punct amod punct compound pobj prep compound pobj punct nsubj ROOT aux xcomp prt det dobj punct aux acl nummod amod dobj prep det compound pobj punct nummod appos punct prep nummod pobj punct cc nummod conj punct punct
3840,nsubj advmod ROOT det dobj punct cc compound nsubj advmod conj aux xcomp det dobj punct
3841,det amod npadvmod nsubj ccomp det dobj prep amod pobj prep poss amod pobj cc conj det dobj punct nsubj aux ROOT det dobj aux advcl dobj punct dobj nsubjpass auxpass relcl aux xcomp prep punct punct det amod pobj punct punct
3842,nsubj prep poss case pobj advmod ROOT prt punct
3843,advmod poss case compound nsubj advcl det dobj punct nsubj ROOT acomp punct
3844,punct punct ROOT punct punct punct
3845,nsubj ROOT punct cc conj prt prep det poss case pobj aux advcl punct punct punct det amod dobj punct punct punct
3846,nsubj punct det amod punct amod appos punct ROOT amod dobj prep det compound punct compound pobj punct prep pobj prep det compound pobj punct nsubj advcl prep det pobj det amod dobj prep pcomp dobj cc det amod conj prep amod compound punct compound pobj punct
3847,csubj advmod prep det advmod amod compound pobj ROOT det compound compound attr punct poss case compound appos punct appos prep det compound compound pobj punct
3848,ROOT prep pobj punct
3849,mark det nsubj advcl prep det pobj cc conj punct nsubj ROOT acomp mark compound nsubj aux ccomp punct
3850,poss amod nsubj prep pobj ROOT dobj punct cc nsubj conj advmod nummod det dobj aux advcl det nummod punct nmod amod dobj punct
3851,det nsubjpass punct amod appos punct auxpass ROOT prep det pobj prep pcomp nummod amod dobj punct prep det compound pobj prep pobj punct prep det amod compound pobj punct cc conj det pobj prep det pobj punct mark nsubj aux advcl dobj punct
3852,punct nummod amod ROOT punct mark nsubj advcl aux auxpass xcomp punct dobj aux det nsubj acl prep det amod nummod amod pobj nsubj relcl det compound dobj punct punct
3853,ROOT prep det nummod pobj punct nsubj ROOT oprd prep pobj punct advmod prep compound nsubj pcomp poss dobj punct
3854,cc prep det pobj prep pcomp det dobj ROOT det dobj prep pcomp det compound dobj punct
3855,mark det nsubjpass auxpass advmod advcl punct nsubj aux advmod advmod ROOT det nmod amod dobj prep pobj prep poss compound pobj prep compound pobj punct advcl compound dobj advcl det amod punct amod dobj punct
3856,prep det pobj prep pobj punct poss case compound nsubj advmod ROOT xcomp det dobj prep det pobj prep pobj punct cc conj dobj acl aux xcomp dobj cc conj advmod advmod aux advcl prt det dobj prep npadvmod punct amod pobj punct
3857,punct punct advmod ccomp nummod amod nsubj punct amod prep det pobj cc advmod conj aux xcomp prt det dobj punct punct ROOT det nmod amod nsubj punct
3858,punct punct nsubj ROOT det npadvmod amod dobj punct cc det nsubj aux neg conj aux xcomp prt dobj punct punct
3859,ROOT prep det pobj
3860,det nsubj ROOT det amod dobj prep poss amod pobj prep det amod amod punct amod pobj punct cc prep pobj prep det poss case compound pobj nsubj conj prep amod pobj prep det compound poss case pobj punct
3861,ROOT prep pobj punct advmod amod det nsubj aux acl acomp aux xcomp compound dobj punct cc advmod conj prt npadvmod punct amod dobj punct punct
3862,det advmod punct amod punct amod nsubjpass punct prep poss case compound compound pobj prep poss case amod compound pobj punct auxpass ROOT prt prep det amod pobj prep amod pobj punct nsubj aux advmod relcl det dobj aux xcomp amod compound dobj punct
3863,compound poss case compound nsubj ROOT det dobj aux acl det poss case amod dobj nummod aux advcl nummod punct nsubj prep det pobj ccomp cc conj aux xcomp prt dobj punct advmod cc det amod amod punct aux punct xcomp nummod punct pobj punct
3864,compound compound nsubj ROOT det dobj punct conj compound dobj prep det amod pobj prep pobj punct
3865,poss case compound nsubj ROOT advmod punct cc det nsubjpass auxpass conj punct
3866,advmod punct det nsubj ROOT mark det compound nsubj ccomp det dobj prep pobj punct
3867,advmod punct nsubj advmod ROOT mark poss ccomp prep compound poss case nummod punct compound pobj acl prep pobj amod prep compound compound pobj punct
3868,prep pobj nsubj ROOT det amod dobj mark det nsubj prep pobj acl det dobj aux acl amod dobj prep det pobj prep det amod pobj punct cc mark det nsubj acl prt agent amod pobj aux neg conj punct
3869,advcl prep det compound pobj punct det compound nsubj ROOT prt poss amod dobj cc conj aux xcomp prt dobj prep det compound pobj det npadvmod punct
3870,advmod punct det amod nsubjpass prep pobj nummod advmod aux auxpass ROOT prep det pobj advmod cc conj pobj punct
3871,ROOT
3872,amod ROOT
3873,prep compound pobj punct compound compound compound nsubj aux advmod ROOT punct prep poss amod pobj punct prep amod pobj punct
3874,cc prep det pobj prep det amod pobj punct nsubj ROOT det amod attr advmod punct advcl prep det pobj prep compound poss case pobj punct
3875,nummod npadvmod amod npadvmod punct nsubj ROOT det amod amod dobj nsubj relcl dobj aux xcomp prep det amod pobj prep pobj aux advcl det amod dobj prep det compound compound pobj punct cc advmod aux conj punct punct amod dobj punct prep det pobj prep det pobj nsubj relcl dobj prep det amod nummod amod pobj punct
3876,nsubj ROOT poss dobj prep pobj punct advmod dep prep det amod punct punct amod pobj punct punct
3877,punct punct nsubj ccomp det amod attr prep nummod pobj mark det nsubj prep det pobj relcl det dobj prep det pobj prep pobj nsubjpass auxpass relcl punct punct nsubj ROOT punct
3878,det compound compound nsubj ROOT amod npadvmod dobj nsubj aux ccomp prep det amod pobj cc det amod conj punct
3879,compound nsubj punct det amod punct ccomp compound dobj punct ROOT det amod attr punct cc prep det poss nummod pobj nsubj neg conj det advmod amod dobj mark nsubj advcl mark det nsubj aux advcl prep poss pobj punct
3880,compound nsubj punct det amod appos punct ROOT poss dobj prep det amod pobj prep det amod pobj prep pobj nsubj relcl advmod poss amod dobj acl prep pobj punct
3881,punct punct advmod advmod nsubj advcl nsubj ccomp nsubj ccomp punct det compound nsubj aux ccomp prt cc conj dobj punct punct nsubj aux ROOT nummod npadvmod advmod prep det pobj punct
3882,cc nsubj ROOT advmod nsubj ccomp prep det amod amod pobj punct
3883,det compound compound compound compound nsubj ROOT prt cc conj preconj dobj cc conj punct
3884,nsubj ROOT det attr aux relcl poss dobj punct
3885,prep pcomp det amod amod nummod dobj prep nummod punct nummod pobj prep pobj punct prep det amod cc conj pobj prep det pobj punct poss case amod nsubjpass aux auxpass advcl prt agent det amod pobj advmod nsubj advcl advmod npadvmod acomp punct punct poss case nsubj advmod ROOT prep pobj punct
3886,nsubj ROOT det dobj punct
3887,ROOT det pobj prep pobj cc conj nsubj advmod punct relcl det npadvmod punct
3888,nsubj ROOT det dobj prep pcomp det amod dobj cc advmod conj prep det amod nummod pobj prep amod pobj prep det nummod punct prep punct pobj pobj cc det nummod punct compound pobj prep pobj punct
3889,mark nsubj advcl poss dobj cc conj prep det pobj punct nsubj ROOT advmod prep pobj punct
3890,nsubj aux ROOT prep det amod pobj mark nsubj punct prep pcomp pcomp det amod dobj punct aux advcl dobj prep det pobj punct
3891,nsubj aux ROOT det amod nummod dobj prep pobj punct cc prep nummod pobj prep det pobj aux conj prep advmod amod quantmod nummod pobj punct
3892,advmod nsubjpass nsubj relcl aux xcomp auxpass ROOT prep advmod pobj aux advcl det dobj cc det amod amod conj prep pobj punct
3893,advmod nsubj advcl det amod amod ccomp prt det dobj prep det amod pobj punct nsubj ROOT aux xcomp det nsubj ccomp punct
3894,cc det nummod punct compound nsubj nsubj relcl aux xcomp det dobj ROOT prep det pobj cc conj prep det amod pobj punct
3895,prep pcomp aux xcomp dobj prt prep det compound compound nsubj ROOT det dobj prep det amod punct amod pobj cc conj det pobj prep det compound pobj punct
3896,advmod punct nsubj ROOT compound dobj punct poss amod punct compound appos punct mark nsubj advmod ccomp det dobj advmod advmod punct
3897,nsubj aux ROOT oprd prep poss amod cc conj pobj punct cc advmod expl conj det amod attr prep amod pobj mark nsubj advmod advcl prt punct advcl dative det dobj aux acl poss dobj punct dobj nsubj aux advmod advmod relcl punct
3898,advmod det amod nsubj advmod aux advcl poss amod dobj punct nsubj ROOT det dobj prep nummod pobj punct
3899,nsubj aux advmod ROOT advmod prep det pobj punct cc nsubj punct nsubj aux relcl prep poss pobj cc conj dobj appos prep pobj prep compound compound compound poss case compound pobj punct conj prep pobj advmod nsubj advcl det dobj punct
3900,poss case nsubj prep det nummod pobj prep pobj ROOT det amod nummod attr advmod prep det amod amod pobj punct cc nsubj conj advmod acomp advmod prep det amod punct compound pobj prep pobj punct
3901,det amod cc conj compound nsubj punct nsubj aux aux relcl compound compound dobj prep amod pobj punct ROOT aux xcomp det compound nsubj ccomp dobj cc conj det dobj prep poss amod amod pobj punct
3902,ROOT prep pobj
3903,prep advmod amod compound pobj nsubj aux ROOT nummod amod dobj prep pobj prep det pobj punct nummod amod npadvmod cc nummod conj punct prep advmod pcomp prep prep amod pobj punct
3904,mark nsubj advcl cc nsubj conj poss compound dobj prep det amod nummod punct prep punct pobj pobj punct det amod nsubj ROOT advmod acomp punct npadvmod prep poss pobj cc conj dep prep pobj cc conj punct
3905,poss nummod punct compound nsubj prep pobj ROOT nummod npadvmod acomp prep det amod amod pobj punct det npadvmod prep compound pobj punct det amod cc conj appos nsubj aux aux relcl advmod advmod det npadvmod advmod punct
3906,cc nsubj ROOT punct mark advcl nsubj advmod prep pobj punct mark poss nsubj ccomp acomp aux auxpass xcomp punct
3907,predet det npadvmod mark nsubj advcl poss dobj punct nsubj ROOT prt prep det amod pobj prep det nummod cc det nummod punct compound pobj prep pobj punct nummod dobj advmod prep pobj punct
3908,nsubj mark det nsubj aux ROOT punct
3909,advmod mark det amod nsubj cc det amod punct prt amod conj prep pobj aux advcl amod attr punct det nummod nsubjpass aux auxpass ROOT prep det pobj prep det pobj det appos prep compound pobj cc compound conj punct
3910,prep amod amod compound pobj punct nsubj ROOT aux aux xcomp advmod advmod punct mark nsubj advcl neg advmod det attr punct
3911,advmod det compound nsubj advcl prep compound pobj amod npadvmod expl ROOT det attr prep pobj aux acl poss case amod dobj punct
3912,mark mark aux advcl poss dobj punct nsubj advmod ROOT dobj prep det amod nummod pobj punct
3913,nsubj ROOT advmod dobj punct
3914,cc mark det nsubj advcl dobj det npadvmod advmod punct nsubj aux ROOT dobj prep amod pobj prep quantmod amod nummod pobj punct cc det nsubj prep det pobj conj advmod advmod prep pcomp punct
3915,prep det amod pobj prep pobj punct det nsubj prep det pobj ccomp oprd cc conj prep det amod pobj cc punct mark nsubj advcl advmod prep pobj prep det pobj punct det nsubjpass auxpass ROOT prep det amod pobj prep nsubj pcomp aux xcomp attr prep det advmod amod pobj prep pobj prep det amod pobj aux relcl punct
3916,prep det amod pobj prep pobj preconj appos cc conj aux ROOT det dobj cc punct mark nsubj advcl prt punct preconj conj dobj punct
3917,cc nsubj prep det pobj csubj advmod prep det pobj aux ROOT det amod amod attr prep det pobj punct
3918,nsubj advmod ROOT nsubj ccomp neg prep det pobj acomp agent det amod pobj prep pobj punct
3919,nsubj ROOT dobj advmod prep det pobj cc conj prep det amod pobj prep poss case pobj punct
3920,advmod punct prep det pobj punct nsubj advmod ROOT poss dobj prep pobj prep pobj cc conj nummod amod amod dobj prep pobj punct
3921,advmod nsubj advcl dobj amod npadvmod punct advmod nsubj aux ROOT dobj prep det nummod pobj prep pobj punct
3922,amod ROOT
3923,prep pobj punct det amod npadvmod prep det pobj punct det nsubj prep pobj cc conj ROOT advmod punct
3924,nsubj ROOT det amod punct compound attr cc det amod conj prep pobj aux relcl prep det compound compound pobj punct
3925,det advmod amod nsubj ROOT acomp cc conj punct advmod det nsubj conj acomp aux xcomp poss compound dobj advmod prep det compound punct pobj cc conj advmod prep det pobj prep advmod amod pobj prep det pobj punct
3926,poss case nummod punct prep punct pobj nsubj ROOT dobj prt prep det amod pobj punct dobj nsubj relcl prep compound pobj punct
3927,cc nsubj ROOT advmod nummod attr advmod punct prep det pobj punct
3928,advmod advmod punct nsubj ROOT advmod neg acomp prep pobj prep det amod pobj prep pobj punct advmod det amod compound appos advmod punct mark det nsubj ccomp aux xcomp punct advmod punct det attr prep pobj cc conj punct
3929,det nsubj prep pobj aux advmod ROOT prep compound pobj punct det amod amod appos punct nsubj relcl det dobj punct punct
3930,cc compound nsubjpass punct nsubj relcl det advmod amod dobj cc auxpass ROOT aux xcomp advmod punct punct
3931,cc nsubj punct poss amod amod nsubj cc amod conj aux ROOT advmod dobj prep poss case pobj punct punct
3932,cc advmod amod compound ROOT punct poss amod nsubj relcl nummod dobj mark nsubj aux advcl det amod dobj prep pobj punct
3933,punct prep pobj nsubj prep compound pobj aux ROOT prep compound pobj punct
3934,ROOT
3935,prep pobj punct det npadvmod mark nsubj cc conj mark pobj aux advcl acomp cc conj punct det nsubj prep det pobj ROOT advmod prep pobj punct
3936,nsubj aux ROOT advmod prep det pobj punct cc prep det pobj nsubj cc conj conj prep det pobj punct advcl punct mark nsubjpass auxpass advcl aux xcomp prep det pobj prep det pobj punct prep quantmod quantmod nummod pobj punct nsubj aux conj prep det amod pobj acl prep det pobj mark nsubj punct nsubj relcl prep det pobj punct aux neg acl det amod dobj punct
3937,mark nsubj advcl poss amod dobj prep det pobj prep compound compound pobj punct poss nsubj prep det pobj ROOT neg advmod acomp prep det pobj punct
3938,nsubj ROOT prep det pobj prep det amod pobj punct conj nummod amod dobj cc advmod det conj prep det pobj punct
3939,prep det amod pobj nsubj ROOT aux xcomp det amod dobj prep det pobj nsubj relcl prep pobj det dobj prep det pobj punct
3940,nsubj ROOT det dobj punct det conj cc det conj punct nummod dobj punct compound appos cc nummod conj prep det pobj punct
3941,advcl predet det npadvmod prep pobj prep pobj prep amod compound compound compound pobj punct nsubj ROOT det dobj punct det conj punct det conj cc det amod punct nummod conj punct compound conj cc nummod conj prep det pobj punct
3942,det nsubj prep poss case pobj mark nsubj advcl det amod dobj aux ROOT prt prep det amod pobj prep pobj punct advmod aux auxpass advcl npadvmod advmod agent det pobj prep poss case pobj prep det amod pobj punct
3943,prep nummod pobj advmod prep det pobj punct advmod nsubj aux advcl prt det nummod punct compound dobj prep det pobj punct det amod nsubj prep det pobj prep det amod pobj advmod ROOT mark nsubj aux ccomp det amod dobj punct
3944,prep advmod pobj prep det pobj cc det conj aux advcl mark nsubj aux ccomp punct mark nsubj advmod meta mark nsubj ccomp punct nsubj ROOT aux xcomp poss nummod punct dobj punct cc poss nsubj conj poss amod dobj acl advmod prep det compound pobj prep pobj punct
3945,det ROOT prep pobj
3946,nsubj nsubj advmod relcl mark det amod nsubj ccomp prep pobj ROOT advmod aux xcomp advmod det advmod amod nsubj aux ccomp det advmod amod compound dobj punct
3947,nsubj ROOT advmod acomp mark nsubj nsubj relcl det dobj prep pobj prep det pobj prep pobj ccomp poss dobj prep det pobj acl prep pobj punct
3948,det amod nsubjpass nsubj aux advmod advmod relcl det advmod punct amod dobj prep pobj auxpass advmod ROOT cc conj agent det amod pobj prep det pobj punct
3949,compound nsubj ROOT det npadvmod punct
3950,compound nsubj ccomp punct nsubj ROOT punct
3951,cc amod npadvmod prep det compound pobj cc conj ROOT punct
3952,mark det amod nsubj prep det pobj advcl prep pobj cc det nsubjpass auxpass ccomp prep amod punct nsubj ROOT poss case amod attr nsubj relcl dobj prep det pobj punct
3953,det npadvmod nsubj aux ROOT advmod punct
3954,mark nsubj ROOT prep det amod pobj nsubj relcl mark nsubj aux ccomp det amod nummod dobj cc advmod conj attr prep pobj prep det pobj punct
3955,nsubj advmod ROOT aux xcomp dobj punct
3956,prep pobj punct nsubj ROOT prt aux advcl det dobj cc conj advmod advmod punct aux advcl dobj prep pobj prep det amod nummod pobj punct
3957,cc poss case amod nsubj ROOT prep det amod pobj punct det amod appos prep det pobj acl nummod dobj punct
3958,nsubj ROOT det amod compound dobj punct advcl dobj prt prep det amod pobj acl det amod cc conj dobj punct
3959,aux advcl dobj prep det pobj punct det nsubj ROOT aux advcl neg amod quantmod nummod npadvmod advmod punct
3960,nsubj advmod ROOT det dobj prep pcomp det dobj advmod prep prep det pobj prep det amod pobj cc conj prep det pobj nummod punct cc conj punct
3961,det nsubj ROOT xcomp det amod nummod punct dobj prt prep det amod pobj cc conj det pobj punct advcl aux xcomp dobj advmod prep det advmod amod amod pobj punct
3962,punct punct nsubj aux ccomp det dobj advmod punct punct nsubj ROOT advmod punct punct punct cc nsubj ccomp acomp punct
3963,advmod nsubj aux ROOT prep mark nsubj aux amod pobj punct punct
3964,nsubj ROOT prep poss nummod punct pobj cc conj det dobj det advcl nsubj relcl nsubj aux advmod ccomp punct
3965,nsubj ROOT det amod dobj prep det pobj cc conj advmod prep det pobj punct
3966,prep pcomp nsubj ROOT prt cc conj poss dobj prep det pobj nummod punct
3967,npadvmod punct advmod punct aux aux ROOT poss dobj punct
3968,nsubj ROOT prep det amod pobj punct det nummod punct compound dobj punct
3969,prep det pobj det nsubj aux ROOT nummod punct dobj prep det pobj prep det pobj punct cc advmod nummod nsubj prep det pobj conj acomp prep det amod amod pobj punct
3970,prep det amod pobj nsubj ccomp aux xcomp det nummod punct dobj advmod det nummod punct nsubj advcl det amod attr punct advmod nsubj ROOT det dobj prep det pobj prep pobj prep det pobj punct
3971,poss nmod nummod prep det pobj cc amod nsubj prep pobj cc conj prep prep det pobj prep pobj ROOT dobj advmod prep advmod pobj punct
3972,advcl det amod dobj punct nsubj ROOT advmod nummod attr prep pobj cc conj dobj punct
3973,advmod compound compound nsubj punct det compound compound poss case appos prep pobj punct advcl det compound dobj nummod npadvmod prep det pobj punct poss nsubj ROOT prep det pobj punct
3974,advmod compound compound nsubj punct poss case amod appos punct meta nummod compound dobj prep det amod punct pobj punct poss nsubj ROOT advmod punct
3975,cc advmod amod punct nummod punct compound compound compound nsubj prep det compound compound pobj punct nsubj advmod relcl nummod amod compound dobj prep amod pobj mark punct mark det nsubj advcl punct punct punct det amod nsubj ccomp det nsubj ccomp advmod advmod punct punct ccomp nummod compound dobj prep nummod pobj punct appos amod prep poss pobj prep pobj punct npadvmod punct cc conj punct punct poss compound ROOT prep det pobj punct
3976,nsubj ROOT attr nummod punct
3977,nsubj ROOT det attr compound nsubj relcl prep det pobj prep det pobj punct
3978,nsubj ROOT det attr advmod punct meta punct amod compound attr prep det compound pobj acl prep det pobj prep amod pobj prep det pobj acl cc punct prep amod pobj punct conj amod amod punct compound compound dobj punct punct
3979,punct meta punct compound nsubj prep det compound compound pobj ROOT det poss case dobj cc conj det amod amod attr aux relcl nummod compound dobj prep det pobj punct punct
3980,punct meta punct det compound nsubj ROOT det amod punct compound dobj prep nummod compound pobj prep nummod pobj cc conj dobj prep pobj punct punct
3981,cc punct nummod punct compound compound nsubj prep det compound compound pobj ROOT det dobj prep compound pobj prep nummod amod pobj prep pobj punct appos prep pobj prep det compound punct pobj punct
3982,nsubj ROOT prep amod pobj cc amod conj punct det amod compound npadvmod punct cc det conj mark det amod punct prt nsubj acl advmod acomp punct
3983,nsubj ROOT prep det pobj prep pcomp dobj prep det compound pobj advcl agent pobj punct
3984,dep det nsubj punct neg prep nummod pobj ROOT det amod nsubj ccomp amod amod dobj prep det pobj prep compound pobj punct compound punct compound appos punct
3985,prep predet det pobj prep pobj punct nsubj ROOT advmod punct advcl prep poss pobj punct conj prep poss pobj punct cc advmod punct advmod conj prep poss pobj punct
3986,nsubj punct prep pobj punct ROOT poss case advmod amod attr punct det nummod compound attr acl prep pobj agent det amod pobj punct det amod appos punct compound appos punct appos punct appos prep det pobj punct
